property_id,address,suburb,postcode,latitude,longitude,ground_elevation_m_ahd,building_footprint,building_area_m2,dwelling_structure_census,bedroom_count,vehicle_count,ev_count,affluence_score,construction_type,floor_height_offset_m,switchboard_type,circuit_count,kitchen_spec,flooring,building_age_years,flood_planning_level_m_ahd,peak_water_level_m_ahd,peak_depth_above_floor_m,depth_above_floor_m,wetted_wall_area_m2,severity_factor,switchboard_cost_aud,plasterboard_cost_aud,flooring_cost_aud,kitchen_cabinetry_cost_aud,electrical_cost_aud,appliance_cost_aud,drying_decon_cost_aud,painting_cost_aud,demolition_cost_aud,initial_estimated_cost_aud,insurance_delay_days,job_start_day,job_duration_days,job_end_day,scope_multiplier,stockout_day_relevant,labour_actual_aud,materials_actual_aud,actual_repair_cost_aud
GNAF-GANSW719881979,141A INVERCAULD ROAD,GOONELLABAH,2480,-28.82767162,153.30953124,143.1320037841797,,110.1,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,7,standard_laminate,timber_floorboards,122,13.4,14.4,0.0,0.0,12.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705229865,87 HUNTER STREET,LISMORE,2480,-28.81081122,153.28974204,15.89900016784668,,111.4,separate_house,4,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,basic_laminate,vinyl,50,13.4,14.4,0.0,0.0,12.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705227241,8 BROWN STREET,LISMORE,2480,-28.80529579,153.29380039,28.9689998626709,,67.5,flat_or_apartment,2,3,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,14,stone_benchtop,tile,29,13.4,14.4,0.0,0.0,9.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704847678,64 PHILLIP STREET,GOONELLABAH,2480,-28.82779639,153.32480113,153.93699645996094,,51.0,flat_or_apartment,2,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_basic,10,stone_benchtop,laminate,34,13.4,14.4,0.0,0.0,8.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW721179270,UNIT 2 3 KESTREL COURT,GOONELLABAH,2480,-28.82724022,153.33252899,142.64599609375,,69.9,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,9,standard_laminate,timber_floorboards,55,13.4,14.4,0.0,0.0,10.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716404316,190-200 KEEN STREET,LISMORE,2480,-28.81107181,153.27759604,10.104999542236328,"[[153.2774665, -28.8110852], [153.2776745, -28.811192599999995], [153.27773, -28.811098800000007], [153.2775235, -28.810988799999993], [153.2775112, -28.8110063], [153.2774827, -28.810994199999996], [153.2774411, -28.811051600000003], [153.2774789, -28.81106909999999], [153.2774665, -28.8110852]]",153.1,semi_detached,5,2,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,16,stone_benchtop,timber_floorboards,43,13.4,14.4,2.795,2.795,118.78,2.0,2160.59,12594.92,23259.41,9804.31,2900.25,13650.43,6409.47,4050.4,6861.31,81691.09,2.21,194,25,219,1.4,True,43542.52,65122.04,108664.56
GNAF-GANSW712286021,78 KEEN STREET,LISMORE,2480,-28.80828043,153.27898144,9.777999877929688,"[[153.2785251, -28.808012400000003], [153.2784865, -28.80806950000001], [153.2788446, -28.808255099999997], [153.2788838, -28.80819760000001], [153.2785251, -28.808012400000003]]",10.0,semi_detached,2,2,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,4,standard_laminate,timber_floorboards,144,13.4,14.4,3.122,3.122,30.36,2.0,1273.57,2187.95,1582.07,4256.86,660.26,4279.19,544.81,940.02,358.07,16082.79,4.03,221,11,232,1.4,True,7454.19,11681.61,19135.8
GNAF-GANSW712272046,38 MOLESWORTH STREET,LISMORE,2480,-28.80397474,153.27972088,7.289000034332275,,113.6,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,8,basic_laminate,carpet,106,13.4,14.4,6.611,6.611,102.32,2.0,1383.73,8582.99,7776.55,3646.35,1899.91,3665.31,4401.34,2942.33,3947.37,38245.88,9.82,92,18,110,1.4,True,31985.84,31709.81,63695.65
GNAF-GANSW712259544,UNIT 2 80 MAGELLAN STREET,LISMORE,2480,-28.80929843,153.27747327,10.005999565124512,"[[153.2773252, -28.809426], [153.2774046, -28.809469999999994], [153.2775865, -28.809197499999996], [153.277506, -28.809160699999993], [153.2773252, -28.809426]]",77.9,separate_house,5,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,standard_laminate,vinyl,44,13.4,14.4,3.894,3.894,84.73,2.0,2428.74,9752.93,3749.68,5710.75,2422.2,3864.33,3080.99,2273.91,3230.51,36514.04,7.97,130,19,149,1.4,True,21106.01,22825.61,43931.62
GNAF-GANSW712272881,75A CONWAY STREET,LISMORE,2480,-28.81307242,153.27884379,9.616000175476074,"[[153.2786531, -28.813096799999993], [153.2788367, -28.813191500000002], [153.2788754, -28.813133899999986], [153.2789223, -28.8131581], [153.2789959, -28.8130486], [153.2787653, -28.812929700000005], [153.2786531, -28.813096799999993]]",34.8,separate_house,2,2,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,basic_laminate,timber_floorboards,83,13.4,14.4,3.284,3.284,56.63,2.0,1418.93,6348.57,4926.25,3457.84,1083.01,4902.39,1592.11,1850.96,1418.06,26998.12,6.02,206,11,217,1.4,True,11806.61,26820.39,38627.0
GNAF-GANSW712268181,UNIT 1 42 URALBA STREET,LISMORE,2480,-28.80948846,153.2882767,15.440999984741211,"[[153.2881406, -28.809582899999985], [153.2883028, -28.809605099999988], [153.2883374, -28.809410399999994], [153.2881752, -28.80938829999999], [153.2881406, -28.809582899999985]]",25.0,flat_or_apartment,2,2,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,18,standard_laminate,tile,14,13.4,14.4,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712279974,UNIT 2 98 WOODLARK STREET,LISMORE,2480,-28.80718356,153.27900188,10.140000343322754,"[[153.2790752, -28.806981999999994], [153.2789776, -28.80712159999999], [153.278832, -28.8073344], [153.278924, -28.8073889], [153.2790858, -28.8071399], [153.2791647, -28.80702929999999], [153.2790752, -28.806981999999994]]",29.7,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,79,13.4,14.4,3.76,3.76,52.32,2.0,1436.23,5027.69,1361.85,3975.22,1220.08,4015.3,1377.76,1590.24,1555.58,21559.94,4.64,166,14,180,1.4,True,12355.07,14231.06,26586.13
GNAF-GANSW712292845,UNIT 8 98 WOODLARK STREET,LISMORE,2480,-28.80718356,153.27900188,10.140000343322754,"[[153.2790752, -28.806981999999994], [153.2789776, -28.80712159999999], [153.278832, -28.8073344], [153.278924, -28.8073889], [153.2790858, -28.8071399], [153.2791647, -28.80702929999999], [153.2790752, -28.806981999999994]]",29.7,separate_house,3,2,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,7,standard_laminate,timber_floorboards,55,13.4,14.4,2.76,2.76,52.32,2.0,2466.64,5521.85,4569.85,4406.69,1395.47,4380.44,1485.67,1437.97,1316.72,26981.3,4.56,315,14,329,1.4,True,21486.31,22492.02,43978.33
GNAF-GANSW712262146,UNIT 5 16 EWING STREET,LISMORE,2480,-28.81229125,153.28086217,9.498000144958496,,92.6,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,8,basic_laminate,vinyl,72,13.4,14.4,4.402,4.402,92.38,2.0,2311.53,8291.31,4579.72,4254.23,1441.41,3654.0,3486.66,3557.32,4715.21,36291.39,4.76,94,18,112,1.4,True,23240.75,28813.53,52054.29
GNAF-GANSW708155829,UNIT 3 80 MAGELLAN STREET,LISMORE,2480,-28.80929843,153.27747327,10.005999565124512,"[[153.2773252, -28.809426], [153.2774046, -28.809469999999994], [153.2775865, -28.809197499999996], [153.277506, -28.809160699999993], [153.2773252, -28.809426]]",77.9,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,9,basic_laminate,carpet,69,13.4,14.4,3.894,3.894,84.73,2.0,1655.78,7917.56,5227.59,4373.35,1886.55,4406.12,3074.44,1941.21,3070.4,33553.01,4.37,199,15,214,1.4,True,22254.46,22663.61,44918.07
GNAF-GANSW712292847,UNIT 10 98 WOODLARK STREET,LISMORE,2480,-28.80718356,153.27900188,10.140000343322754,"[[153.2790752, -28.806981999999994], [153.2789776, -28.80712159999999], [153.278832, -28.8073344], [153.278924, -28.8073889], [153.2790858, -28.8071399], [153.2791647, -28.80702929999999], [153.2790752, -28.806981999999994]]",29.7,flat_or_apartment,2,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,tile,29,13.4,14.4,4.11,4.11,52.32,2.0,1685.83,5010.59,3473.15,7862.6,2411.09,9581.86,1139.59,2187.2,1767.24,35119.14,6.99,191,13,204,1.4,True,15913.04,23308.94,39221.98
GNAF-GANSW717028124,32 TOONGAHRA CIRCUIT,GOONELLABAH,2480,-28.81553163,153.35310228,149.92100524902344,,160.3,separate_house,5,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,standard_laminate,carpet,46,13.4,14.4,0.0,0.0,15.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716310171,CAROONA VILLAGE 35 DUKE STREET,GOONELLABAH,2480,-28.82300666,153.3160454,168.26699829101562,,144.8,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,4,13.4,14.4,0.0,0.0,14.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW706448702,94 BRUXNER HIGHWAY,LOFTVILLE,2480,-28.83017477,153.2653882,9.807999610900879,,52.5,other,2,1,0,1.0,short_stumps,0.5,circuit_breaker_rcd,20,premium_stone_island,polished_concrete,4,13.4,14.4,4.092,4.092,69.56,2.0,2433.03,7605.88,7326.47,9399.2,4604.45,11786.79,2557.58,2218.12,2319.55,50251.07,4.34,59,16,75,1.4,True,38190.93,49750.57,87941.5
GNAF-GANSW717700314,29 FORESTOAK WAY,GOONELLABAH,2480,-28.82693592,153.31802491,136.07400512695312,,63.5,semi_detached,2,1,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,14,premium_stone_island,polished_concrete,26,13.4,14.4,0.0,0.0,9.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716640134,CAROONA VILLAGE 3 ROUS ROAD,GOONELLABAH,2480,-28.81614269,153.31750667,176.3719940185547,,90.7,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,10,basic_laminate,timber_floorboards,69,13.4,14.4,0.0,0.0,11.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716310164,CAROONA VILLAGE 15 DUKE STREET,GOONELLABAH,2480,-28.82330631,153.31836005,175.4290008544922,,156.6,separate_house,4,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,18,stone_benchtop,laminate,4,13.4,14.4,0.0,0.0,15.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW720809175,385 KEEN STREET,EAST LISMORE,2480,-28.82642506,153.26976919,6.5,,122.7,separate_house,3,1,0,0.38869257950530034,high_stumps,1.5,ceramic_fuse,8,stone_benchtop,tile,115,13.4,14.4,6.4,6.4,106.34,2.0,1393.64,12147.1,14504.17,9807.01,1645.72,9585.18,6769.45,3248.43,3876.24,62976.94,4.42,37,18,55,1.38,False,44759.53,69892.4,114651.93
GNAF-GANSW721642685,UNIT 4 123 KEEN STREET,LISMORE,2480,-28.80828043,153.27898144,9.777999877929688,"[[153.2785251, -28.808012400000003], [153.2784865, -28.80806950000001], [153.2788446, -28.808255099999997], [153.2788838, -28.80819760000001], [153.2785251, -28.808012400000003]]",10.0,semi_detached,1,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,4,standard_laminate,timber_floorboards,113,13.4,14.4,3.122,3.122,30.36,2.0,1407.62,3109.61,1567.22,3032.31,754.23,4096.61,409.35,1222.4,433.75,16033.09,7.36,245,12,257,1.4,True,7646.06,15101.83,22747.89
GNAF-GANSW719232344,352 KEEN STREET,EAST LISMORE,2480,-28.82449022,153.27222063,19.351999282836914,,119.5,separate_house,4,2,0,0.38869257950530034,high_stumps,1.5,circuit_breaker_basic,9,stone_benchtop,timber_floorboards,64,13.4,14.4,0.0,0.0,13.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709558303,143 NEW BALLINA ROAD,LISMORE HEIGHTS,2480,-28.80652097,153.29588239,79.62000274658203,,80.0,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,ceramic_fuse,6,standard_laminate,timber_floorboards,86,13.4,14.4,0.0,0.0,10.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW721814792,UNIT 4 5-7 AVONDALE AVENUE,EAST LISMORE,2480,-28.81844869,153.28490219,10.928000450134277,,71.4,separate_house,3,0,0,0.38869257950530034,high_stumps,1.5,ceramic_fuse,7,standard_laminate,timber_floorboards,160,13.4,14.4,1.972,1.972,76.79,1.986,1610.51,6827.47,10937.4,4638.8,1592.08,3075.88,2894.39,2528.85,3193.26,37298.64,2.19,260,14,274,1.4,True,18653.22,28198.76,46851.98
GNAF-GANSW708054672,UNIT 9 46 ROUS ROAD,GOONELLABAH,2480,-28.82071973,153.31961443,174.7310028076172,,110.3,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,13,stone_benchtop,tile,31,13.4,14.4,0.0,0.0,12.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329420,4 GEORGINA PLACE,GOONELLABAH,2480,-28.81177395,153.3512558,164.58399963378906,,148.0,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,6,13.4,14.4,0.0,0.0,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329411,UNIT 1 21 PINEVIEW DRIVE,GOONELLABAH,2480,-28.81977166,153.33871677,149.45599365234375,,113.7,separate_house,5,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,19,premium_stone_island,laminate,0,13.4,14.4,0.0,0.0,12.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW720098572,UNIT 3 1 EARLS COURT,GOONELLABAH,2480,-28.81943305,153.34550766,156.41400146484375,,66.2,semi_detached,2,2,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_basic,10,premium_stone_island,laminate,34,13.4,14.4,0.0,0.0,9.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712280548,27 RENWICK STREET,LISMORE HEIGHTS,2480,-28.80846995,153.30060101,120.03199768066406,,125.1,separate_house,4,1,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,15,basic_laminate,carpet,45,13.4,14.4,0.0,0.0,13.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716301717,74 CANIABA STREET,SOUTH LISMORE,2480,-28.80792971,153.25743746,10.723999977111816,,104.5,separate_house,4,2,0,0.0,short_stumps,0.5,circuit_breaker_rcd,12,standard_laminate,timber_floorboards,44,13.4,14.4,3.176,3.176,98.14,2.0,2416.94,10294.66,14479.46,4408.08,2745.36,4973.79,4525.89,3379.97,4457.5,51681.63,1.91,291,18,309,1.4,True,36565.41,38610.6,75176.01
GNAF-GANSW712255351,40A DIBBS STREET,LISMORE,2480,-28.81179134,153.29317286,18.945999145507812,,97.6,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,8,basic_laminate,vinyl,57,13.4,14.4,0.0,0.0,11.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712276723,112 WOODLARK STREET,LISMORE,2480,-28.80650951,153.27769897,10.555000305175781,"[[153.2775161, -28.8066281], [153.2775523, -28.8066474], [153.2775427, -28.806661199999994], [153.2776204, -28.8067027], [153.2776287, -28.806690699999997], [153.2776654, -28.806710300000002], [153.2777252, -28.8066322], [153.2776966, -28.80661639999999], [153.2777262, -28.806572299999996], [153.2777689, -28.8065934], [153.2778114, -28.8065361], [153.2777222, -28.806485500000004], [153.2777412, -28.806461299999995], [153.27781340000004, -28.806499000000002], [153.2778447, -28.806452499999995], [153.2777004, -28.8063753], [153.2775997, -28.806522900000008], [153.2775813, -28.8065114], [153.2775463, -28.806561700000003], [153.277558, -28.80656800000002], [153.2775161, -28.8066281]]",25.2,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,88,13.4,14.4,3.345,3.345,48.19,2.0,1181.45,5601.91,1192.32,5014.18,1061.27,4209.16,1013.62,1533.96,1088.75,21896.61,10.63,179,10,189,1.4,True,10873.0,20392.73,31265.73
GNAF-GANSW705214437,26 DALZIELL STREET,LISMORE,2480,-28.81011554,153.292411,26.284000396728516,"[[153.2921105, -28.810077700000004], [153.292184, -28.810270599999996], [153.292209, -28.8102636], [153.2922448, -28.810353700000004], [153.2926536, -28.810231899999998], [153.2927096, -28.810213699999995], [153.2926333, -28.810013799999993], [153.2925993, -28.810026400000005], [153.2925656, -28.809943999999998], [153.2922101, -28.810047100000002], [153.292176, -28.810056699999997], [153.2921105, -28.810077700000004]]",322.7,semi_detached,2,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,21,standard_laminate,timber_floorboards,20,13.4,14.4,0.0,0.0,21.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705215996,BOUNTY MOTEL 241 KEEN STREET,LISMORE,2480,-28.81298897,153.27529992,9.324000358581543,"[[153.2751939, -28.812743099999995], [153.274987, -28.813047499999993], [153.2750013, -28.813054900000004], [153.2749973, -28.813060900000007], [153.2751612, -28.813146800000002], [153.27522380000002, -28.8130551], [153.27535400000002, -28.813123300000004], [153.2753288, -28.813160399999994], [153.2753219, -28.8131568], [153.2752855, -28.813210300000005], [153.2753442, -28.813240999999998], [153.2753775, -28.813191999999997], [153.2753689, -28.813187500000005], [153.2753997, -28.813142300000003], [153.2754499, -28.8131685], [153.2755468, -28.81302599999999], [153.2755153, -28.813009600000004], [153.2755649, -28.812936700000005], [153.2754357, -28.812869299999992], [153.27520130000002, -28.812746899999993], [153.2751939, -28.812743099999995]]",1561.0,separate_house,2,1,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,30,basic_laminate,carpet,88,13.4,14.4,4.926,4.926,379.29,2.0,1670.22,26738.1,102170.65,3970.16,6006.81,4298.07,60295.99,12784.13,85036.65,302970.77,1.59,117,80,197,1.4,True,164456.3,175161.07,339617.37
GNAF-GANSW716301706,51 CANIABA STREET,SOUTH LISMORE,2480,-28.80554843,153.25717126,11.112000465393066,,80.7,separate_house,3,2,0,0.0,short_stumps,0.5,circuit_breaker_rcd,9,basic_laminate,carpet,53,13.4,14.4,2.788,2.788,86.24,2.0,2495.16,8469.59,4306.59,4878.76,1778.17,4055.89,4714.02,2840.36,3316.62,36855.18,5.51,216,18,234,1.4,True,27664.77,27488.78,55153.55
GNAF-GANSW707589551,191 MOLESWORTH STREET,LISMORE,2480,-28.81187825,153.27114338,8.574999809265137,,71.0,flat_or_apartment,2,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,14,standard_laminate,vinyl,18,13.4,14.4,5.675,5.675,80.89,2.0,1924.18,7939.42,3397.49,3188.82,2950.54,4622.83,2948.29,1949.02,3429.45,32350.02,4.43,60,17,77,1.4,True,23671.36,29113.45,52784.81
GNAF-GANSW705214446,8 DALZIELL STREET,LISMORE,2480,-28.81066527,153.29088415,15.164999961853027,"[[153.29079410000003, -28.810650799999998], [153.2908387, -28.810786699999998], [153.2909986, -28.810738500000003], [153.290954, -28.81060879999999], [153.29079410000003, -28.810650799999998]]",83.8,semi_detached,2,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,8,standard_laminate,timber_floorboards,72,13.4,14.4,0.0,0.0,10.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705227224,18 BOUNTY STREET,LISMORE,2480,-28.81280436,153.27492914,9.875,"[[153.2749632, -28.812815], [153.2747983, -28.812726299999998], [153.2746966, -28.812871399999995], [153.2748641, -28.8129615], [153.2749632, -28.812815]]",59.8,separate_house,3,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_basic,10,basic_laminate,carpet,63,13.4,14.4,4.375,4.375,74.24,2.0,1878.0,6094.18,3778.86,4180.49,1749.13,3724.72,3140.73,2239.11,3126.13,29911.35,5.93,138,16,154,1.4,True,15921.79,22954.62,38876.41
GNAF-GANSW705216019,98 KEEN STREET,LISMORE,2480,-28.80855,153.27955867,8.67300033569336,"[[153.2791914, -28.808285299999994], [153.2791238, -28.808385199999993], [153.2792945, -28.808473299999996], [153.2793026, -28.80846110000001], [153.2794876, -28.808555300000002], [153.2795379, -28.80847940000001], [153.2795123, -28.808466400000004], [153.2795211, -28.8084531], [153.2791914, -28.808285299999994]]",482.7,separate_house,4,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,27,basic_laminate,carpet,45,13.4,14.4,5.577,5.577,210.92,2.0,3137.87,17835.83,36061.42,3242.52,6498.59,3712.56,17602.48,6148.76,20356.04,114596.07,6.34,97,37,134,1.4,True,77105.68,83477.42,160583.09
GNAF-GANSW705215926,18 JASMYNE STREET,LISMORE,2480,-28.80669081,153.29523105,65.11100006103516,,49.0,flat_or_apartment,2,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,19,stone_benchtop,tile,11,13.4,14.4,0.0,0.0,8.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705214433,2 DALZIELL STREET,LISMORE,2480,-28.81052639,153.29067922,18.731000900268555,,75.3,separate_house,3,1,1,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_basic,10,basic_laminate,carpet,60,13.4,14.4,0.0,0.0,10.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705214439,28 DALZIELL STREET,LISMORE,2480,-28.81012178,153.29267483,25.180999755859375,"[[153.2921105, -28.810077700000004], [153.292184, -28.810270599999996], [153.292209, -28.8102636], [153.2922448, -28.810353700000004], [153.2926536, -28.810231899999998], [153.2927096, -28.810213699999995], [153.2926333, -28.810013799999993], [153.2925993, -28.810026400000005], [153.2925656, -28.809943999999998], [153.2922101, -28.810047100000002], [153.292176, -28.810056699999997], [153.2921105, -28.810077700000004]]",322.7,semi_detached,1,0,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,12,standard_laminate,timber_floorboards,164,13.4,14.4,0.0,0.0,21.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705214431,16 DALZIELL STREET,LISMORE,2480,-28.81048857,153.2916003,18.05699920654297,"[[153.2915151, -28.8104848], [153.2915383, -28.810581299999996], [153.291695, -28.810551300000004], [153.2916732, -28.8104586], [153.2915151, -28.8104848]]",167.8,separate_house,3,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,8,basic_laminate,vinyl,113,13.4,14.4,0.0,0.0,15.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705225362,39 URALBA STREET,LISMORE,2480,-28.81034689,153.28940096,20.030000686645508,,40.0,flat_or_apartment,1,0,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,9,standard_laminate,vinyl,38,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705233486,75 MOLESWORTH STREET,LISMORE,2480,-28.80803791,153.27596288,10.307999610900879,"[[153.2761948, -28.808046599999997], [153.2759746, -28.807932599999997], [153.27592630000004, -28.8080044], [153.27614650000004, -28.808118300000004], [153.2761948, -28.808046599999997]]",76.8,separate_house,3,0,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,161,13.4,14.4,3.592,3.592,84.13,2.0,1550.28,7922.1,3520.26,3510.97,1453.93,4655.41,3617.35,2757.4,3586.38,32574.07,4.68,158,16,174,1.4,True,24744.29,21016.11,45760.39
GNAF-GANSW706520728,46 ROTARY DRIVE,LISMORE,2480,-28.80958463,153.29969897,95.20800018310547,,63.9,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,128,13.4,14.4,0.0,0.0,9.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW706520730,40 ROTARY DRIVE,LISMORE,2480,-28.80948799,153.29929947,94.45700073242188,,40.0,semi_detached,1,0,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,12,standard_laminate,timber_floorboards,29,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705214436,24 DALZIELL STREET,LISMORE,2480,-28.81029437,153.29230905,22.482999801635742,"[[153.2921105, -28.810077700000004], [153.292184, -28.810270599999996], [153.292209, -28.8102636], [153.2922448, -28.810353700000004], [153.2926536, -28.810231899999998], [153.2927096, -28.810213699999995], [153.2926333, -28.810013799999993], [153.2925993, -28.810026400000005], [153.2925656, -28.809943999999998], [153.2922101, -28.810047100000002], [153.292176, -28.810056699999997], [153.2921105, -28.810077700000004]]",322.7,semi_detached,2,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,15,standard_laminate,timber_floorboards,68,13.4,14.4,0.0,0.0,21.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW706520724,8 ROTARY DRIVE,LISMORE,2480,-28.81064276,153.30134818,107.58499908447266,,40.0,flat_or_apartment,1,2,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,9,standard_laminate,vinyl,38,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
